2.364331006927181400e-01,4.149719202033609333e-01
1.697790058334182062e-01,3.923486104563608245e-01
6.896656335098420854e-02,3.164754099397636411e-01
5.110623249849401972e-01,9.973121658139926238e-01
2.562372748365179254e-01,4.752563848575802607e-01
4.513269493632501295e-01,9.759717676755448323e-01
3.395720570040264841e-01,6.428636568149089792e-01
2.279351028854145755e-01,5.588556131500960200e-01
3.857067720276251555e-01,7.701961959981108441e-01
4.232267828941534971e-01,6.478780062436151344e-01
4.675393578054616306e-01,9.882288832870542716e-01
3.877896133471116502e-01,8.051496846925985107e-01
5.737036968519828445e-02,4.995631893679630675e-02
5.481933780739107753e-01,8.743875772806347646e-01
3.896035112553062341e-01,7.082450171506662340e-01
1.707211153232489620e-01,4.715758855490541634e-01
3.218558203614210189e-01,7.669795802178107635e-01
5.276712922017776086e-02,1.049645110702338568e-01
5.769345906479737829e-02,1.241985924196132851e-01
8.337933336055435019e-02,1.175304479488317178e-01
2.336850692330161294e-01,3.456503071655375736e-01
1.923554201434239941e-01,4.573240287035637008e-01
2.829357908801323207e-01,6.435981809107904628e-01
2.395009026761229509e-01,5.058225696806897265e-01
2.804751748867039818e-01,6.032055179577858750e-01
1.828167440277610190e-01,4.810369266412060085e-01
2.141302674266629680e-01,2.195418123758264839e-01
4.327971807626029843e-01,9.243710443614594485e-01
3.562928079220373245e-01,6.317152182026488649e-01
2.247545924733756750e-01,4.701731399037313297e-01
1.744280438399647970e-01,4.176333726771989108e-01
6.649811880084968707e-02,2.381371916750898432e-01
1.238169548670134679e-01,2.271405365598416770e-01
4.223503905374358935e-01,8.749671482133321021e-01
7.540483819764294549e-02,1.016694329135936492e-01
2.018035718624539843e-01,4.124966644491993017e-01
3.477089302417861183e-01,7.679796816418202887e-01
3.111475919484612551e-01,7.321253743433575600e-01
2.825559974648443884e-01,5.499259232393408636e-01
3.466635902831444183e-01,6.859459188569407839e-01
5.339463716430540297e-01,9.872806373419954484e-01
-6.349603920891028208e-02,9.316748351726167332e-02
3.109457119030404892e-01,4.973864202253412969e-01
3.359685788471182821e-01,5.430049525719226056e-01
2.814225660027035447e-01,6.757643776138746450e-01
3.761932016512350985e-01,5.670027405130128040e-01
3.218553541935742501e-01,6.783679117435632566e-01
3.482351914970061024e-01,7.000003784840967969e-01
5.108655060110997015e-01,9.199652643496050164e-01
3.681843853565280877e-01,5.736855508853747621e-01
2.508379766287517354e-01,4.154272834268345482e-01
1.768979925162033340e-01,2.819764281381414994e-01
5.999838011065670301e-02,1.160480224988907905e-01
4.228078907709643675e-01,6.807826823704719033e-01
3.227986380181022685e-01,6.273075758775210620e-01
3.617666622253368214e-01,6.976153855158383488e-01
1.475066689914648066e-01,2.093606841548230069e-01
3.337300136757970215e-02,2.936640704983802808e-01
1.317095211443848612e-01,2.569973865508515809e-01
3.082266627864107544e-01,6.891280294790268490e-01
3.603597546933753337e-01,7.908761603452827416e-01
1.255532857927608714e-01,2.672788596448565368e-01
3.480129406750683274e-01,6.834025057154663463e-01
2.156891978383016495e-01,2.157562694209722576e-01
4.271799707007368357e-02,9.548777452811363364e-02
1.710829786907767935e-01,3.435301151689280630e-01
3.630576361101008342e-01,7.963200086391670762e-01
2.104845184864472252e-01,3.771686230417404806e-01
4.373868824011330481e-01,8.467496183699492196e-01
2.374231326112869744e-01,5.545229447323157812e-01
2.313599698384692649e-01,7.316898291281435096e-01
2.613854447170101958e-01,4.435179223667126136e-01
1.258328162298389952e-01,2.831341748648474876e-01
3.113412915107532930e-01,6.570944319844951309e-01
5.339843260929355573e-01,9.580568452460701545e-01
3.420342040162899777e-01,6.322516915316278574e-01
2.101354714475915375e-01,3.416844972660848523e-01
6.664156319208250356e-02,1.981611529921081249e-01
2.617266469769736204e-01,5.130850200514452952e-01
3.384028107838231714e-01,5.833408645217947885e-01
1.977920221515792332e-01,2.342918539083924667e-01
2.709792943321979730e-01,6.664109359985310732e-01
1.436076952240680216e-01,4.450771224360073886e-01
2.857406322607558002e-01,6.263912533606137423e-01
1.710955093908613778e-01,5.037558035226706865e-01
4.281808925545672884e-02,3.748594023734441727e-02
1.745376558118582611e-01,4.273897033802012135e-01
1.675357969508916023e-01,4.946131147166467068e-01
2.826695558117781060e-01,5.402631775816800763e-01
-2.006985168997063584e-02,9.961890234538528510e-03
3.505851784442510777e-01,6.437258617652951154e-01
1.495789681847249641e-01,4.540340333113863647e-01
5.496880961705415958e-01,9.995478685209074898e-01
1.208675783561702077e-01,1.722989896936399923e-01
5.404127550241850653e-01,9.376886801769714896e-01
2.102960437670103322e-01,6.029783469889028469e-01
1.449704613743376391e-01,2.739402788550715506e-01
3.006220630002691754e-02,9.616477465325135032e-02
5.143227822098279667e-01,9.287860048182312589e-01
3.761918308911549325e-01,5.313307969827548716e-01
